lat,lng,elevation,slope,risk_score,risk_level
37.50149091924848,127.02584499791304,21.18,4673.9394,0.5,Caution
37.50149113754604,127.0248271711814,15.5,1832.6275,1.0,Danger
37.50149134707392,127.02380934443894,14.45,904.1021,1.0,Danger
37.50149154783213,127.02279151768622,13.39,727.7573,1.0,Danger
37.501491739820665,127.02177369092357,12.71,401.9425,1.0,Danger
37.50149192303954,127.02075586415152,12.94,379.0896,1.0,Danger
37.50149209748874,127.01973803737047,13.78,821.1203,1.0,Danger
37.50213011302471,127.03331986265648,35.76,5169.6546,0.0,Safe
37.50213039573028,127.0323020273152,39.92,5866.6777,0.0,Safe
37.50213066966597,127.03128419195993,50.03,5691.0861,0.0,Safe
37.5021309348318,127.03026635659108,61.26,6412.1846,0.0,Safe
37.50213119122776,127.02924852120914,58.99,7127.4202,0.0,Safe
37.50213143885384,127.02823068581448,46.51,6386.8343,0.0,Safe
37.50213167771007,127.02721285040764,39.52,6686.9118,0.0,Safe
37.50213190779641,127.026195014989,27.28,6030.2147,0.0,Safe
37.502132129112894,127.02517717955898,16.33,3447.6571,0.5,Caution
37.502132341659504,127.02415934411805,15.25,1526.6404,1.0,Danger
37.50213254543626,127.02314150866664,14.28,1224.5418,1.0,Danger
37.50213274044312,127.02212367320524,13.19,884.0596,1.0,Danger
37.50213292668013,127.0211058377342,12.56,534.1778,1.0,Danger
37.50213310414726,127.02008800225408,13.13,499.596,1.0,Danger
37.50213327284452,127.0190701667652,14.36,1093.6365,1.0,Danger
37.50213343277193,127.01805233126808,16.26,1462.3908,1.0,Danger
37.50213358392944,127.01703449576311,17.44,1637.1797,1.0,Danger
37.50213372631708,127.0160166602508,16.81,1618.2147,1.0,Danger
37.50229852071737,127.03805932929592,54.9,2033.9899,0.0,Safe
37.50229884426032,127.0370414917201,56.02,3115.4911,0.0,Safe
37.50229915903336,127.03602365412826,52.25,3490.5062,0.0,Safe
37.50229946503646,127.03500581652077,47.97,4573.2621,0.0,Safe
37.50229976226967,127.03398797889812,39.68,4576.5389,0.0,Safe
37.50230005073293,127.03297014126072,37.96,5372.0524,0.0,Safe
37.50230033042629,127.03195230360905,43.83,6106.7139,0.0,Safe
37.50230060134973,127.03093446594356,54.93,5328.3989,0.0,Safe
37.50230086350323,127.02991662826462,62.56,7276.7854,0.0,Safe
37.502301116886834,127.02889879057273,54.07,6965.3502,0.0,Safe
37.5023013615005,127.0278809528683,44.45,6609.2941,0.0,Safe
37.50230159734425,127.0268631151518,34.77,6373.2112,0.0,Safe
37.50230182441807,127.02584527742368,21.49,4871.7279,0.5,Caution
37.50230204272197,127.02482743968432,16.31,2214.2667,0.5,Caution
37.50230225225595,127.02380960193425,15.36,1334.2046,1.0,Danger
37.50230245302001,127.0227917641738,14.22,1130.9628,1.0,Danger
37.50230264501414,127.0217739264035,12.96,650.9211,1.0,Danger
37.50230282823836,127.02075608862376,12.66,461.8191,1.0,Danger
37.50230300269263,127.01973825083502,13.27,623.9292,1.0,Danger
37.50294130076535,127.0323023766659,46.76,5823.1697,0.0,Safe
37.50294157470903,127.0312845303026,53.15,5125.2442,0.0,Safe
37.50294183988257,127.03026668392572,59.49,3436.4867,0.0,Safe
37.50294209628599,127.02924883753576,58.52,5260.7498,0.0,Safe
37.502942343919294,127.02823099113311,46.69,5834.2331,0.0,Safe
37.50294258278246,127.02721314471822,34.88,6191.1183,0.0,Safe
37.50294281287552,127.02619529829153,24.12,6326.4846,0.5,Caution
37.502943034198445,127.02517745185352,17.81,3735.7174,0.5,Caution
37.50294324675125,127.02415960540456,17.5,1758.6905,1.0,Danger
37.50294345053393,127.02314175894514,16.22,1583.2909,1.0,Danger
37.50294364554647,127.0221239124757,14.3,1289.6973,1.0,Danger
37.502943831788905,127.02110606599668,12.79,652.083,1.0,Danger
37.502944009261206,127.02008821950852,12.5,447.3682,1.0,Danger
37.50294417796339,127.01907037301162,12.75,832.4923,1.0,Danger
37.50294433789544,127.01805252650644,13.85,1271.1378,1.0,Danger
37.50294448905736,127.01703467999349,16.56,1056.2923,1.0,Danger
37.502944631449154,127.01601683347312,17.25,1016.684,1.0,Danger
37.50310942567915,127.03805974091507,58.09,2622.4764,0.0,Safe
37.50310974923152,127.03704189233116,59.69,3826.333,0.0,Safe
37.50311006401372,127.0360240437312,58.39,3972.9343,0.0,Safe
37.50311037002574,127.0350061951156,54.04,4156.9478,0.0,Safe
37.5031106672676,127.03398834648482,47.3,4050.9311,0.0,Safe
37.50311095573926,127.03297049783932,46.2,5055.3499,0.0,Safe
37.50311123544076,127.03195264917954,50.45,5614.4864,0.0,Safe
37.503111506372086,127.0309348005059,56.69,4079.9866,0.0,Safe
37.503111768533245,127.02991695181888,60.56,4120.2786,0.0,Safe
37.5031120219242,127.02889910311887,52.91,5660.3465,0.0,Safe
37.503112266545,127.02788125440634,41.23,6052.7867,0.0,Safe
37.503112502395616,127.02686340568174,30.58,6735.7014,0.0,Safe
37.50311272947605,127.02584555694548,21.09,5124.6435,0.5,Caution
37.50311294778631,127.02482770819802,18.28,2382.8339,0.5,Caution
37.5031131573264,127.0238098594398,17.83,1647.9187,1.0,Danger
37.503113358096286,127.02279201067128,16.08,1627.9456,1.0,Danger
37.50311355009602,127.02177416189286,13.87,1091.2534,1.0,Danger
37.50311373332556,127.020756313105,12.56,486.6668,1.0,Danger
37.50311390778492,127.01973846430816,12.53,522.3288,1.0,Danger
37.50311407347412,127.01872061550276,12.46,1088.4162,1.0,Danger
37.50375220568883,127.03230272603057,54.46,4332.9641,0.0,Safe
37.50375247964048,127.03128486865882,59.15,3771.9859,0.0,Safe
37.50375274482175,127.0302670112735,60.73,3132.2079,0.0,Safe
37.50375300123264,127.02924915387506,53.87,4575.0194,0.0,Safe
37.50375324887316,127.02823129646394,42.75,5655.4512,0.0,Safe
37.50375348774328,127.0272134390406,34.96,6134.8665,0.0,Safe
37.50375371784304,127.02619558160544,26.75,6178.2715,0.0,Safe
37.503753939172405,127.02517772415897,20.26,3493.6374,0.5,Caution
37.5037541517314,127.02415986670157,19.88,1774.905,1.0,Danger
37.50375435552001,127.02314200923368,18.7,1877.887,1.0,Danger
37.50375455053823,127.02212415175576,15.58,1614.0268,1.0,Danger
37.50375473678609,127.02110629426826,12.98,839.1106,1.0,Danger
37.50375491426356,127.02008843677162,12.04,749.8737,1.0,Danger
37.503755082970656,127.01907057926626,12.26,1231.8539,1.0,Danger
37.50375524290735,127.01805272175264,13.28,1625.6972,1.0,Danger
37.50375539407368,127.0170348642312,15.38,1197.0561,1.0,Danger
37.503755536469626,127.01601700670238,16.22,818.5757,1.0,Danger
37.50392033052932,127.03806015255071,55.19,2102.1683,0.0,Safe
37.50392065409111,127.03704229295826,58.83,3470.9085,0.0,Safe
37.50392096888249,127.03602443334972,59.49,4314.3861,0.0,Safe
37.50392127490342,127.03500657372558,55.21,3752.3617,0.0,Safe
37.50392157215392,127.03398871408628,51.9,3114.7836,0.0,Safe
37.503921860634,127.03297085443222,52.44,3731.7173,0.0,Safe
37.50392214034364,127.03195299476388,57.16,3999.7551,0.0,Safe
37.50392241128286,127.03093513508172,61.69,3866.5744,0.0,Safe
37.50392267345164,127.02991727538613,59.69,3669.8076,0.0,Safe
37.50392292684998,127.02889941567756,50.71,5103.175,0.0,Safe
37.50392317147791,127.02788155595648,42.93,5140.6142,0.0,Safe
37.503923407335385,127.02686369622332,35.65,6042.7511,0.0,Safe
37.50392363442244,127.0258458364785,25.28,5226.0894,0.5,Caution
37.50392385273906,127.02482797672248,20.61,2376.1332,0.5,Caution
37.50392406228524,127.0238101169557,19.92,1807.8604,1.0,Danger
37.50392426306098,127.02279225717862,17.68,1866.0972,1.0,Danger
37.5039244550663,127.02177439739164,14.45,1326.2362,1.0,Danger
37.50392463830118,127.02075653759525,12.32,686.7677,1.0,Danger
37.50392481276563,127.01973867778985,12.1,907.192,1.0,Danger
37.50392497845964,127.01872081797588,12.84,1454.1504,1.0,Danger
37.50456338446033,127.0312852070286,62.83,5037.3708,0.0,Safe
37.50456364964932,127.03026733863436,61.91,5187.3292,0.0,Safe
37.50456390606768,127.02924947022704,55.16,5654.9719,0.0,Safe
37.5045641537154,127.028231601807,50.44,6128.5362,0.0,Safe
37.504564392592485,127.02721373337478,46.65,7900.3385,0.0,Safe
37.50456462269894,127.02619586493071,35.89,7253.8161,0.0,Safe
37.50456484403476,127.0251779964753,23.43,3938.2897,0.5,Caution
37.50456505659994,127.024160128009,20.15,1784.0579,1.0,Danger
37.5045652603945,127.0231422595322,18.54,1682.7903,1.0,Danger
37.5045654554184,127.02212439104542,15.37,1476.3846,1.0,Danger
37.50456564167168,127.021106522549,12.62,1019.8804,1.0,Danger
37.50456581915432,127.02008865404343,11.91,1385.3704,1.0,Danger
37.50456598786632,127.0190707855292,13.78,2137.9026,0.5,Caution
37.50456614780767,127.01805291700666,16.5,2110.4024,0.5,Caution
37.50456629897841,127.01703504847632,16.75,1404.2745,1.0,Danger
37.504566441378486,127.01601717993856,16.0,1131.2472,1.0,Danger
37.50473123526789,127.03806056420288,50.17,2235.3085,0.0,Safe
37.504731558839104,127.03704269360142,55.16,2903.7984,0.0,Safe
37.50473187363965,127.03602482298388,54.41,3134.1755,0.0,Safe
37.50473217966949,127.03500695235076,49.69,2719.1736,0.0,Safe
37.50473247692865,127.03398908170246,48.65,2523.4402,0.0,Safe
37.50473276541713,127.03297121103942,51.95,2840.2956,0.0,Safe
37.50473304513492,127.0319533403621,58.49,3634.9847,0.0,Safe
37.50473331608202,127.0309354696709,62.33,4825.0772,0.0,Safe
37.50473357825843,127.02991759896632,58.4,5162.7106,0.0,Safe
37.50473383166416,127.02889972824876,51.62,5730.319,0.0,Safe
37.50473407629921,127.0278818575187,48.25,6534.2224,0.0,Safe
37.50473431216356,127.02686398677652,42.76,7843.0314,0.0,Safe
37.50473453925723,127.02584611602272,29.88,6119.5255,0.0,Safe
37.5047347575802,127.02482824525772,21.65,2762.2772,0.5,Caution
37.504734967132485,127.02381037448193,19.45,1606.0903,1.0,Danger
37.50473516791407,127.02279250369584,17.12,1636.8251,1.0,Danger
37.504735359924986,127.02177463289988,14.11,1201.913,1.0,Danger
37.5047355431652,127.02075676209446,12.26,996.8733,1.0,Danger
37.50473571763472,127.01973889128008,12.49,1592.1371,1.0,Danger
37.50473588333356,127.0187210204571,15.8,2471.6745,0.5,Caution
37.5047360402617,127.01770314962604,17.21,1900.0172,1.0,Danger
37.505374289168586,127.03128554541192,56.96,4171.9499,0.0,Safe
37.5053745543653,127.03026766600838,55.76,6104.4163,0.0,Safe
37.50537481079112,127.0292497865917,48.91,7059.5062,0.0,Safe
37.50537505844606,127.02823190716232,43.05,6508.2975,0.0,Safe
37.5053752973301,127.02721402772072,40.09,6959.7893,0.0,Safe
37.50537552744326,127.02619614826736,32.04,6649.633,0.0,Safe
37.50537574878552,127.0251782688026,22.43,3930.5486,0.5,Caution
37.5053759613569,127.02416038932694,18.51,1923.1355,1.0,Danger
37.50537616515737,127.0231425098408,16.83,1461.636,1.0,Danger
37.505376360186965,127.02212463034463,14.52,1152.2943,1.0,Danger
37.50537654644566,127.0211067508389,13.03,1095.6326,1.0,Danger
37.505376723933466,127.020088871324,13.24,1944.4937,0.5,Caution
37.505376892650375,127.01907099180038,16.56,3253.2733,0.5,Caution
37.5053770525964,127.01805311226852,20.19,2852.3704,0.5,Caution
37.50537720377152,127.01703523272882,17.76,1637.9804,1.0,Danger
37.50537734617576,127.01601735318174,17.05,1249.5336,1.0,Danger
37.505542139894864,127.0380609758715,47.94,2158.1222,0.0,Safe
37.5055424634755,127.03704309426062,50.93,2649.5277,0.0,Safe
37.5055427782852,127.03602521263366,49.35,2621.0931,0.0,Safe
37.50554308432397,127.0350073309911,45.75,2802.695,0.0,Safe
37.50554338159178,127.03398944933336,45.49,3090.2346,0.0,Safe
37.50554367008866,127.0329715676609,50.32,3161.0309,0.0,Safe
37.505543949814594,127.03195368597412,54.49,3599.5775,0.0,Safe
37.50554422076959,127.03093580427353,56.01,4838.6074,0.0,Safe
37.50554448295364,127.02991792255948,51.87,6782.8173,0.0,Safe
37.50554473636675,127.02890004083253,44.4,7201.2697,0.0,Safe
37.50554498100891,127.02788215909298,41.38,6638.952,0.0,Safe
37.50554521688013,127.0268642773414,36.53,7034.2951,0.0,Safe
37.50554544398041,127.02584639557816,26.91,5667.4082,0.0,Safe
37.50554566230974,127.0248285138037,20.19,2802.5442,0.5,Caution
37.50554587186813,127.0238106320185,17.83,1599.6981,1.0,Danger
37.50554607265557,127.02279275022296,15.88,1330.9242,1.0,Danger
37.50554626467207,127.02177486841754,13.8,1059.4967,1.0,Danger
37.50554644791762,127.02075698660268,13.07,1273.1049,1.0,Danger
37.505546622392224,127.01973910477884,14.23,2732.2387,0.5,Caution
37.50554678809589,127.01872122294644,20.23,3443.0478,0.5,Caution
37.5055469450286,127.01770334110591,19.67,2436.6871,0.5,Caution
37.505547093190366,127.01668545925776,17.79,1605.6504,1.0,Danger
37.50618545896968,127.0302679933955,47.09,7221.3573,0.0,Safe
37.50618571540296,127.02925010296904,39.03,8389.1711,0.0,Safe
37.50618596306512,127.02823221252989,34.35,7666.3089,0.0,Safe
37.50618620195612,127.0272143220785,32.56,6918.9918,0.0,Safe
37.50618643207597,127.02619643161532,25.38,5917.2656,0.5,Caution
37.506186653424685,127.02517854114078,19.46,3707.8604,0.5,Caution
37.50618686600224,127.02416065065532,17.11,2010.1509,0.5,Caution
37.506187069808654,127.0231427601594,15.96,1253.7045,1.0,Danger
37.50618726484394,127.02212486965344,14.42,985.5414,1.0,Danger
37.50618745110805,127.02110697913794,13.54,1451.722,1.0,Danger
37.50618762860103,127.02008908861325,15.19,2694.3438,0.5,Caution
37.50618779732284,127.01907119807984,21.0,3626.8799,0.5,Caution
37.506187957273525,127.01805330753818,24.61,4118.4811,0.5,Caution
37.50618810845306,127.0170354169887,18.86,1819.592,1.0,Danger
37.50618825086144,127.0160175264318,17.99,1317.0464,1.0,Danger
37.50635304441023,127.03806138755664,47.44,1854.8999,0.0,Safe
37.50635336800028,127.03704349493589,47.25,2204.3468,0.0,Safe
37.506353682819146,127.03602560229906,45.29,2604.5624,0.0,Safe
37.50635398886683,127.03500770964662,42.71,2962.7973,0.0,Safe
37.5063542861433,127.03398981697902,42.41,3177.0922,0.0,Safe
37.506354574648576,127.03297192429665,47.32,3099.2928,0.0,Safe
37.50635485438266,127.0319540316,50.35,3791.1797,0.0,Safe
37.506355125345536,127.03093613888952,48.85,5297.9329,0.0,Safe
37.506355387537226,127.02991824616564,41.38,7967.4799,0.0,Safe
37.50635564095771,127.02890035342875,33.0,8454.5872,0.0,Safe
37.506355885607,127.02788246067936,31.03,7317.6681,0.0,Safe
37.50635612148509,127.02686456791788,27.67,6578.8372,0.0,Safe
37.50635634859197,127.02584667514476,21.71,4879.0074,0.5,Caution
37.506356566927664,127.02482878236044,17.79,2810.1315,0.5,Caution
37.50635677649216,127.02381088956535,16.32,1573.3917,1.0,Danger
37.50635697728544,127.02279299675996,15.3,1029.1382,1.0,Danger
37.50635716930754,127.02177510394466,13.98,1055.4409,1.0,Danger
37.50635735255842,127.0207572111199,13.96,1911.845,1.0,Danger
37.506357527038105,127.0197393182862,17.31,3261.5554,0.5,Caution
37.5063576927466,127.01872142544391,25.09,4600.5893,0.5,Caution
37.50635784968388,127.01770353259352,21.99,2802.8786,0.5,Caution
37.50635799784996,127.01668563973544,18.8,1583.6088,1.0,Danger
37.50699661990321,127.02925041935904,25.61,9715.456,0.0,Safe
37.50699686757257,127.02823251790966,20.77,8647.992,0.5,Caution
37.50699710647053,127.02721461644803,20.36,6494.9413,0.5,Caution
37.506997336597074,127.02619671497466,19.01,4791.6325,0.5,Caution
37.50699755795223,127.02517881348987,16.42,3290.1736,0.5,Caution
37.506997770535975,127.0241609119942,15.09,1925.9628,1.0,Danger
37.50699797434833,127.02314301048808,14.88,985.7749,1.0,Danger
37.50699816938928,127.02212510897188,14.71,788.095,1.0,Danger
37.50699835565882,127.02110720744612,14.81,1506.8373,1.0,Danger
37.506998533156974,127.0200893059112,18.38,3094.5929,0.5,Caution
37.50699870188371,127.01907140436757,25.17,4290.6284,0.5,Caution
37.50699886183904,127.01805350281568,26.18,4178.5582,0.0,Safe
37.50699901302298,127.01703560125594,19.38,1588.6045,1.0,Danger
37.5069991554355,127.01601769968885,19.01,1109.7138,1.0,Danger
37.50716394881399,127.03806179925829,47.09,1587.0667,0.0,Safe
37.50716427241347,127.0370438956272,45.88,1903.9893,0.0,Safe
37.50716458724151,127.03602599198008,43.21,2432.7017,0.0,Safe
37.50716489329808,127.0350080883173,40.49,3215.4708,0.0,Safe
37.507165190583216,127.03399018463938,39.58,3732.8421,0.0,Safe
37.5071654790969,127.03297228094672,42.79,3095.6932,0.0,Safe
37.50716575883912,127.03195437723976,44.39,3853.0684,0.0,Safe
37.507166029809895,127.03093647351896,40.78,5651.2866,0.0,Safe
37.50716629200921,127.02991856978474,30.84,8223.3306,0.0,Safe
37.50716654543709,127.02890066603756,23.21,9295.2819,0.5,Caution
37.5071667900935,127.02788276227786,20.71,7361.0095,0.5,Caution
37.50716702597845,127.02686485850604,19.71,5306.2538,0.5,Caution
37.50716725309195,127.0258469547226,17.44,4077.262,0.5,Caution
37.507167471434,127.02482905092796,15.57,2689.3508,0.5,Caution
37.50716768100459,127.02381114712252,14.88,1472.1364,1.0,Danger
37.50716788180373,127.0227932433068,14.99,775.4645,1.0,Danger
37.50716807383141,127.0217753394812,14.57,749.9762,1.0,Danger
37.50716825708763,127.02075743564612,16.39,1955.7036,0.5,Caution
37.50716843157239,127.0197395318021,21.91,3602.7799,0.5,Caution
37.50716859728571,127.01872162794947,27.79,5209.8629,0.0,Safe
37.50716875422757,127.01770372408876,22.63,2539.8921,0.5,Caution
37.50716890239797,127.01668582022036,19.42,1309.648,1.0,Danger
37.50716904179691,127.01566791634473,19.29,969.7099,1.0,Danger
